district_name,latitude,longitude,elevation_m,agro_climatic_zone,coastal_status,predominant_soil_type,season,N,P,K,pH,Rainfall,Temperature,Humidity,Crop
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,50.34,27.64,35.35,7.22,162.72,13.72,66.29,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,56.19,39.45,48.93,6.16,203.92,15.79,64.16,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,47.85,29.66,36.54,7.42,154.24,16.44,63.04,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,49.37,30.57,26.68,7.56,364.58,18.58,50.46,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,56.18,34.46,38.31,6.97,181.12,16.73,66.83,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,75.67,27.55,33.33,7.12,115.2,17.31,59.76,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,70.57,39.43,28.68,6.99,139.94,18.27,64.74,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,56.81,32.94,28.94,7.37,242.96,16.28,68.4,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,70.81,31.01,22.5,7.47,339.43,19.77,62.46,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,64.42,43.93,40.52,6.89,330.55,15.68,53.11,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,51.94,43.7,29.03,6.94,194.17,19.41,60.04,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,52.74,45.57,27.17,7.05,143.11,15.81,69.56,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,50.84,26.37,29.45,6.23,143.43,17.15,61.9,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,45.95,32.27,25.05,6.86,314.99,18.58,49.35,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,65.3,25.85,27.79,6.23,81.51,16.82,56.32,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,47.6,37.3,25.19,7.32,143.33,16.71,55.57,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,48.68,37.71,42.0,7.28,266.19,19.54,64.23,Rapeseed &Mustard
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,75.81,52.5,54.43,6.93,309.64,17.4,65.56,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,68.16,49.21,38.57,6.07,389.83,15.89,60.6,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,72.0,48.65,59.32,7.2,232.15,19.16,70.12,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,65.5,51.67,57.28,7.03,222.52,17.04,60.66,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,86.67,48.96,47.28,6.3,334.35,19.26,64.78,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,74.22,36.96,48.89,6.24,278.74,23.18,52.25,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,95.62,54.4,49.76,6.92,251.1,15.13,48.6,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,74.86,43.96,43.25,6.41,426.73,17.58,47.02,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,75.6,46.63,60.06,6.33,428.63,17.14,40.77,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,87.05,51.69,41.81,7.5,352.95,22.5,60.14,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,82.82,51.52,37.54,6.5,237.93,23.69,53.94,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,82.78,38.18,46.27,6.74,385.93,20.01,68.34,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,90.59,39.39,47.32,7.16,342.37,16.42,66.37,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,98.12,52.56,33.29,5.93,408.42,16.38,68.81,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,67.37,58.39,52.41,7.59,326.41,17.99,61.33,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,73.86,54.43,54.24,7.11,233.87,15.94,59.86,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,76.66,55.52,45.07,6.8,245.34,18.68,55.34,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,76.4,44.06,57.7,6.39,233.87,21.57,51.13,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,82.47,43.62,37.26,6.58,146.38,16.63,61.58,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Rabi,92.93,40.1,39.18,6.78,302.8,18.1,60.07,Wheat
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,131.74,67.84,81.24,6.06,1677.79,29.35,78.94,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,105.45,51.32,103.33,6.16,2054.8,28.83,79.18,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,96.59,49.55,108.93,7.44,1362.31,34.05,67.11,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,99.31,46.48,76.32,7.56,1695.02,32.28,74.61,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,104.71,61.77,101.71,7.58,1882.33,30.18,63.95,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,119.37,62.24,101.77,6.28,1853.44,33.75,86.96,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,115.02,53.52,78.08,6.97,1923.44,27.23,70.87,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,93.72,48.7,78.26,6.86,2042.85,32.16,85.66,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,99.89,68.98,73.17,6.04,1825.3,30.33,77.71,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,118.72,55.74,87.72,6.44,1307.2,35.26,75.8,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,128.2,54.11,106.0,6.85,1434.67,23.26,79.2,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,108.38,50.8,68.51,7.09,2130.84,26.91,86.24,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,122.87,59.22,113.83,7.73,1780.16,30.55,70.63,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,104.07,51.4,85.06,7.14,2037.71,25.78,79.2,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,120.17,66.33,94.79,6.23,1814.72,36.58,76.7,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,111.73,54.02,108.21,7.13,1680.54,29.45,84.05,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,92.05,66.72,106.19,6.44,1353.35,29.32,88.07,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,110.96,55.79,79.46,7.41,1719.7,29.22,70.19,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,98.75,50.17,74.15,6.52,1735.77,27.59,78.97,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Annual,89.04,53.06,71.3,6.75,1579.31,31.59,67.02,Sugarcane
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,49.05,36.97,39.56,7.6,1227.19,27.36,85.93,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,50.6,48.44,47.75,6.22,1093.12,26.1,87.49,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,56.08,39.72,55.58,6.37,1592.27,25.59,86.69,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,61.74,32.72,58.24,6.61,1592.85,29.76,78.41,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,67.38,39.04,62.78,6.75,1460.01,31.08,79.39,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,73.03,33.0,46.78,6.59,1175.46,34.0,85.68,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,55.65,44.21,49.14,6.96,1218.48,28.77,83.1,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,60.39,35.73,45.92,6.85,1264.66,29.22,97.37,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,53.77,47.18,34.24,6.36,1240.69,25.92,96.03,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,80.09,48.32,67.31,6.31,1353.77,31.32,88.32,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,66.05,41.99,63.18,7.22,1372.81,26.34,87.9,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,61.95,45.69,42.53,6.81,1334.77,31.97,92.78,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,64.38,40.78,60.18,7.33,1052.47,27.33,85.82,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,58.44,28.02,37.53,6.54,1463.25,26.59,90.09,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,65.56,40.31,40.51,7.13,1007.18,30.73,89.04,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,66.02,45.11,47.26,6.59,1390.24,34.69,78.16,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,70.27,39.72,43.98,7.28,1312.43,31.91,84.14,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,53.65,47.65,47.91,6.78,1368.08,30.77,80.51,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,69.52,35.34,57.56,6.0,1524.44,34.69,92.61,Jute
Nabarangpur,19.23,82.55,576,Eastern Ghat High Land,Inland,Red,Kharif,60.26,38.84,43.33,6.99,1069.68,32.88,78.6,Jute
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,106.21,36.48,60.56,5.5,1456.09,32.03,90.34,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,98.26,41.38,69.07,6.47,1124.51,31.86,84.13,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,89.99,47.03,55.02,6.45,1649.97,28.6,78.04,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,85.95,38.18,48.75,5.48,1304.46,26.21,86.87,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,108.44,60.49,59.03,5.97,1584.95,25.26,86.68,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,107.56,53.47,52.43,5.38,1155.36,32.69,75.22,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,103.24,42.14,82.64,6.54,1295.74,31.02,78.42,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,78.03,39.15,67.83,5.79,1231.02,28.59,75.39,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,83.57,57.3,49.6,5.62,1587.6,29.23,92.46,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,80.27,53.2,71.5,6.28,1676.56,26.36,86.19,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,69.85,41.44,74.22,6.16,1349.49,27.47,83.88,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,81.32,40.91,48.09,5.33,1115.72,27.8,85.73,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,78.54,35.96,55.26,5.74,1564.12,26.69,89.34,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,89.07,47.83,63.98,7.08,1693.59,31.45,74.53,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,96.27,40.96,71.35,6.7,1116.67,26.43,87.61,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,72.53,38.94,78.12,5.69,1409.27,25.73,75.88,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,78.4,44.74,76.56,5.87,1289.16,27.09,82.54,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,70.46,49.0,50.42,5.43,1086.97,29.36,88.6,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,109.6,36.59,51.72,5.27,1614.19,33.77,90.56,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,74.55,39.91,63.96,6.01,1684.3,33.34,88.86,Rice
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,105.28,50.42,47.2,7.48,625.13,22.45,76.34,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,87.04,52.08,69.83,6.32,820.0,27.64,86.08,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,78.53,48.3,75.1,6.16,904.71,29.05,73.15,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,75.55,62.3,53.51,7.24,779.27,30.24,72.18,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,97.21,57.01,62.82,6.09,568.08,31.35,84.6,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,102.85,62.2,59.78,6.11,576.76,28.63,79.09,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,101.77,47.89,56.54,6.18,765.9,24.04,76.76,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,90.76,43.01,64.3,6.78,583.86,22.87,75.35,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,102.91,55.67,61.8,7.29,672.65,29.29,74.82,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,85.15,45.0,72.02,6.96,635.01,28.24,82.68,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,95.58,51.64,47.11,6.13,637.44,29.67,78.1,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,96.2,63.72,65.68,6.0,532.78,28.69,73.41,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,93.41,56.14,66.81,7.03,938.27,28.31,83.31,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,74.86,48.31,67.41,7.05,537.25,25.22,84.91,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,78.14,49.16,50.84,7.23,646.82,26.75,78.95,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,83.34,50.42,54.54,7.0,574.22,22.98,86.15,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,76.85,37.97,74.33,6.0,567.92,30.17,66.4,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,113.07,54.98,69.45,6.38,681.62,28.62,69.65,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,84.53,41.79,64.44,6.01,741.29,28.44,79.08,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,87.98,58.67,75.37,6.93,755.54,24.63,72.73,Maize
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,35.07,56.15,37.44,6.51,568.61,28.29,68.65,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,26.02,43.98,54.68,6.68,712.57,27.3,65.62,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,31.46,41.75,35.86,6.61,504.28,25.75,72.84,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,41.59,47.28,57.48,6.45,490.86,32.27,56.88,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,28.32,45.11,58.71,5.84,634.75,24.63,61.04,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,43.21,54.24,48.54,5.94,680.28,29.9,68.94,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,42.65,39.47,48.52,6.86,499.54,22.42,75.7,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,26.94,41.45,46.18,5.73,503.33,25.03,77.18,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,34.31,45.71,46.38,6.09,613.69,26.73,72.15,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,20.98,55.39,43.74,6.66,541.57,25.15,65.41,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,42.62,47.64,47.76,6.84,648.3,23.34,66.21,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,23.43,34.55,42.51,5.72,648.12,23.72,74.39,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,21.47,48.58,53.39,6.28,419.63,24.16,71.02,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,28.34,48.43,52.4,5.78,621.96,30.74,65.87,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,40.52,38.79,44.38,5.77,551.96,25.37,76.44,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,26.27,32.52,39.75,5.97,503.02,24.09,73.26,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,30.34,26.98,56.47,6.43,460.61,28.86,63.0,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,20.68,34.37,58.68,6.26,533.57,28.79,57.77,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,32.33,45.5,60.27,6.18,574.0,31.33,75.66,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,29.22,42.25,41.83,6.38,467.95,25.59,65.15,Groundnut
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,53.27,19.55,31.49,5.56,577.57,26.49,78.47,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,52.64,34.36,51.67,6.05,698.09,20.81,58.77,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,57.11,37.08,44.4,4.98,547.0,26.31,61.64,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,57.3,22.64,49.87,7.29,603.82,22.93,59.59,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,53.53,34.34,50.58,6.65,613.39,21.54,64.81,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,53.31,36.1,35.34,7.29,432.68,24.31,72.6,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,48.6,23.24,30.59,6.78,597.97,28.45,56.52,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,57.92,37.48,43.57,6.53,570.05,24.48,73.21,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,62.02,24.59,40.45,6.41,547.43,25.05,57.02,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,52.24,21.33,46.95,5.09,542.91,28.5,78.88,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,50.7,31.97,48.67,6.08,583.11,28.65,73.63,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,43.15,26.09,53.05,5.64,689.96,29.59,79.36,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,50.94,22.66,35.79,5.49,756.52,27.23,55.24,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,41.01,27.39,37.34,6.02,693.68,28.73,58.62,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,43.51,17.79,49.05,6.94,746.78,22.9,76.8,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,50.56,24.85,43.19,6.91,424.82,26.9,76.96,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,63.17,22.87,30.23,5.42,690.03,28.02,76.66,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,56.16,34.68,39.08,5.25,464.31,24.93,63.77,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,60.48,31.78,52.83,7.06,693.43,27.78,67.76,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,48.69,36.69,35.78,6.89,439.34,29.74,67.15,Ragi
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,21.02,42.03,27.62,7.26,618.3,32.12,68.55,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,21.51,36.4,33.53,6.67,504.28,26.28,67.66,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,37.74,29.04,33.18,6.54,478.37,24.17,62.48,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,15.13,38.04,27.46,6.43,546.71,28.94,74.11,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,35.24,46.63,24.01,6.44,544.15,23.84,75.01,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,42.81,41.96,26.58,7.06,479.51,33.18,77.24,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,20.63,47.51,30.89,6.15,593.31,28.51,59.26,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,27.19,45.04,40.12,7.1,476.26,33.47,58.43,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,24.48,44.07,41.1,6.12,628.11,29.82,69.23,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,35.88,53.88,32.28,6.51,410.3,28.53,66.58,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,31.69,38.16,34.05,6.34,570.7,33.68,73.73,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,26.56,49.51,44.82,7.05,470.98,29.01,64.1,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,32.6,45.17,27.34,6.46,646.23,29.97,66.84,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,18.81,37.37,33.42,6.54,597.72,29.18,70.23,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,37.97,46.78,38.71,6.91,528.91,23.0,63.66,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,40.13,38.33,21.79,7.03,577.77,31.45,62.63,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,24.1,31.38,26.03,7.44,585.13,27.75,59.66,Moong(Green Gram)
Nayagarh,20.13,85.1,85,East & South Eastern Coastal Plain,Inland,Lateritic,Kharif,34.02,49.36,36.15,6.94,489.42,29.92,60.26,Moong(Green Gram)
