observation_id,district_id,district_name,crop_id,crop_name,season_id,season_name,agricultural_year,latitude,longitude,soil_ph,nitrogen,phosphorus,potassium,soil_moisture,rainfall_mm,temperature_mean_c,temperature_min_c,temperature_max_c,irrigation_status,soil_type,sowing_date,harvest_date,area_ha,yield_tonnes_per_ha,crop_actual,provenance_status,provenance_note,g_lat,g_lon,dist_deg,original_latitude,original_longitude,coordinate_status
OBS0000830,DST22,Mayurbhanj,CRP007,Ragi,SEA01,Kharif,2023,21.93,86.73,6.95,43.75,28.97,63.07,41.64,1146.78,28.25,21.11,34.12,Rainfed,Loam,2023-06-10,2023-09-28,2728.464,1.02,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.472688666679296,18.46018,82.4979,district_reference_coordinates_used_for_prototype
OBS0000831,DST22,Mayurbhanj,CRP007,Ragi,SEA01,Kharif,2024,21.93,86.73,6.64,59.18,49.85,60.68,25.67,1085.84,29.75,22.68,36.36,Irrigated,Loam,2024-06-02,2024-09-20,2795.757,0.867,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.496719889434062,18.4341,82.48823,district_reference_coordinates_used_for_prototype
OBS0000832,DST22,Mayurbhanj,CRP009,Rice,SEA01,Kharif,2022,21.93,86.73,7.05,43.74,47.28,53.21,19.87,1153.07,27.1,18.61,33.23,Rainfed,Sandy loam,2022-06-13,2022-10-11,72271.631,3.054,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.479947311024082,18.43904,82.5059,district_reference_coordinates_used_for_prototype
OBS0000833,DST22,Mayurbhanj,CRP009,Rice,SEA01,Kharif,2023,21.93,86.73,5.97,32.47,19.29,32.4,22.55,1041.22,24.97,19.91,31.23,Irrigated,Loam,2023-06-02,2023-09-30,56666.49,2.976,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.469095528851183,18.44034,82.51891,district_reference_coordinates_used_for_prototype
OBS0000834,DST22,Mayurbhanj,CRP009,Rice,SEA01,Kharif,2024,21.93,86.73,5.99,62.26,25.57,39.21,28.97,1241.81,28.34,22.51,35.1,Rainfed,Red,2024-06-03,2024-10-01,51449.072,3.437,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.485411962441839,18.45541,82.48536,district_reference_coordinates_used_for_prototype
OBS0000835,DST22,Mayurbhanj,CRP010,Sesamum,SEA01,Kharif,2022,21.93,86.73,7.03,50.96,44.79,30.17,31.28,983.63,30.97,22.5,36.52,Rainfed,Lateritic,2022-06-24,2022-10-02,4467.427,0.391,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.479052834660383,18.45155,82.49675,district_reference_coordinates_used_for_prototype
OBS0000836,DST22,Mayurbhanj,CRP010,Sesamum,SEA01,Kharif,2023,21.93,86.73,6.77,55.94,46.94,25.08,23.49,805.31,23.45,15.68,30.17,Rainfed,Loam,2023-06-06,2023-09-14,5855.487,0.559,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.466867289408079,18.459,82.5064,district_reference_coordinates_used_for_prototype
OBS0000837,DST22,Mayurbhanj,CRP010,Sesamum,SEA01,Kharif,2024,21.93,86.73,6.0,40.93,19.03,54.07,26.51,1062.22,25.35,20.04,33.71,Irrigated,Sandy loam,2024-06-12,2024-09-20,5592.258,0.484,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.471661855359849,18.46687,82.49375,district_reference_coordinates_used_for_prototype
OBS0000838,DST22,Mayurbhanj,CRP012,Urad,SEA02,Rabi,2022,21.93,86.73,6.03,32.18,47.9,62.47,41.67,1200.31,27.33,20.77,34.27,Rainfed,Lateritic,2022-10-17,2023-01-05,4843.045,1.313,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.471794344938417,18.44637,82.51042,district_reference_coordinates_used_for_prototype
OBS0000839,DST22,Mayurbhanj,CRP012,Urad,SEA02,Rabi,2023,21.93,86.73,5.74,64.82,29.48,36.43,18.23,827.17,27.04,19.8,32.93,Irrigated,Loam,2023-10-16,2024-01-04,5988.833,1.162,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.48355109144613,18.44814,82.49373,district_reference_coordinates_used_for_prototype
OBS0000840,DST22,Mayurbhanj,CRP012,Urad,SEA02,Rabi,2024,21.93,86.73,5.91,32.13,26.51,22.88,26.19,1318.09,25.94,20.78,31.21,Irrigated,Red,2024-10-09,2024-12-28,5465.444,1.075,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.454808536447453,18.47122,82.51197,district_reference_coordinates_used_for_prototype
OBS0000841,DST22,Mayurbhanj,CRP002,Horse Gram,SEA99,Unknown,2022,21.93,86.73,6.07,53.14,19.49,53.74,26.53,1461.25,26.7,21.55,32.8,Irrigated,Red,2022-06-19,2022-09-27,1958.053,0.559,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.480180278722592,18.43888,82.50573,district_reference_coordinates_used_for_prototype
OBS0000842,DST22,Mayurbhanj,CRP002,Horse Gram,SEA99,Unknown,2023,21.93,86.73,6.96,58.46,18.73,44.75,32.23,1375.86,22.72,16.14,30.54,Irrigated,Alluvial,2023-06-17,2023-09-25,1630.984,0.676,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.476965886191009,18.44753,82.50276,district_reference_coordinates_used_for_prototype
OBS0000843,DST22,Mayurbhanj,CRP002,Horse Gram,SEA99,Unknown,2024,21.93,86.73,5.78,76.45,27.89,49.97,41.26,1162.95,26.11,19.89,32.62,Irrigated,Sandy loam,2024-06-10,2024-09-18,1838.483,0.639,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.485013623483543,18.44433,82.49497,district_reference_coordinates_used_for_prototype
OBS0000844,DST22,Mayurbhanj,CRP006,Potato,SEA02,Rabi,2022,21.93,86.73,5.87,37.84,21.29,40.64,28.67,890.58,28.77,23.53,35.87,Rainfed,Sandy loam,2022-10-17,2023-01-25,3932.537,20.113,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.468049588216992,18.45816,82.50556,district_reference_coordinates_used_for_prototype
OBS0000845,DST22,Mayurbhanj,CRP006,Potato,SEA02,Rabi,2023,21.93,86.73,6.64,70.73,21.54,48.27,40.72,1090.26,27.1,21.42,34.18,Irrigated,Lateritic,2023-10-21,2024-01-29,3326.886,14.254,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.464163159139741,18.46996,82.50091,district_reference_coordinates_used_for_prototype
OBS0000846,DST22,Mayurbhanj,CRP006,Potato,SEA02,Rabi,2024,21.93,86.73,6.53,48.88,25.85,28.12,35.72,1116.01,26.38,18.09,33.19,Irrigated,Red,2024-10-05,2025-01-13,4577.651,14.971,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.479519735341773,18.44548,82.50114,district_reference_coordinates_used_for_prototype
OBS0000847,DST22,Mayurbhanj,CRP008,Rapeseed &Mustard,SEA02,Rabi,2022,21.93,86.73,5.62,72.6,38.41,32.85,35.62,1086.01,27.11,20.53,34.22,Irrigated,Sandy loam,2022-10-03,2023-01-26,977.333,0.915,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.48518745405296,18.4517,82.48869,district_reference_coordinates_used_for_prototype
OBS0000848,DST22,Mayurbhanj,CRP008,Rapeseed &Mustard,SEA02,Rabi,2023,21.93,86.73,5.93,73.69,39.96,49.16,30.53,1031.52,23.74,18.74,30.83,Irrigated,Lateritic,2023-10-06,2024-01-29,1107.061,1.143,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.4722538774621965,18.45085,82.50613,district_reference_coordinates_used_for_prototype
OBS0000849,DST22,Mayurbhanj,CRP008,Rapeseed &Mustard,SEA02,Rabi,2024,21.93,86.73,6.02,65.81,18.8,21.41,23.48,1520.88,27.93,19.21,36.28,Rainfed,Red,2024-10-03,2025-01-26,712.977,1.124,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.486881801105258,18.44607,82.49112,district_reference_coordinates_used_for_prototype
OBS0000850,DST22,Mayurbhanj,CRP011,Sugarcane,SEA03,Annual,2022,21.93,86.73,7.03,34.12,29.72,59.79,18.14,1081.41,28.73,21.65,37.14,Rainfed,Loam,2022-02-07,2022-12-04,13819.601,83.489,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.485243095005004,18.45553,82.48548,district_reference_coordinates_used_for_prototype
OBS0000851,DST22,Mayurbhanj,CRP011,Sugarcane,SEA03,Annual,2023,21.93,86.73,7.26,51.4,29.6,61.69,29.45,1179.16,28.71,21.93,34.12,Rainfed,Loam,2023-02-01,2023-11-28,9239.115,85.475,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.479858415433741,18.45246,82.49496,district_reference_coordinates_used_for_prototype
OBS0000852,DST22,Mayurbhanj,CRP011,Sugarcane,SEA03,Annual,2024,21.93,86.73,6.62,47.55,16.68,65.57,41.22,968.82,29.28,23.43,34.53,Rainfed,Loam,2024-02-15,2024-12-11,12574.142,59.731,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.477709159219753,18.45869,82.49263,district_reference_coordinates_used_for_prototype
OBS0000853,DST22,Mayurbhanj,CRP003,Jute,SEA01,Kharif,2022,21.93,86.73,6.19,59.46,45.73,26.54,23.1,1288.58,26.82,17.88,32.09,Rainfed,Red,2022-06-18,2022-10-16,369.29,1.746,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.450597654028412,18.46431,82.5231,district_reference_coordinates_used_for_prototype
OBS0000854,DST22,Mayurbhanj,CRP003,Jute,SEA01,Kharif,2023,21.93,86.73,5.97,57.98,16.14,39.04,20.48,1133.79,23.47,16.89,29.87,Irrigated,Lateritic,2023-06-11,2023-10-09,334.196,1.945,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.489226639746266,18.45105,82.484,district_reference_coordinates_used_for_prototype
OBS0000855,DST22,Mayurbhanj,CRP003,Jute,SEA01,Kharif,2024,21.93,86.73,5.91,52.45,48.47,53.34,20.81,1207.9,30.76,25.31,37.48,Rainfed,Loam,2024-06-23,2024-10-21,338.925,1.611,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.473071211056916,18.46242,82.49557,district_reference_coordinates_used_for_prototype
OBS0000856,DST22,Mayurbhanj,CRP013,Wheat,SEA99,Unknown,2022,21.93,86.73,6.75,72.26,24.54,38.34,23.72,939.61,30.25,22.04,35.41,Rainfed,Lateritic,2022-06-08,2022-09-16,3982.081,2.532,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.470769474452383,18.44649,82.51165,district_reference_coordinates_used_for_prototype
OBS0000857,DST22,Mayurbhanj,CRP013,Wheat,SEA99,Unknown,2023,21.93,86.73,6.51,79.47,27.23,33.57,23.19,1258.91,24.98,17.74,31.83,Irrigated,Lateritic,2023-06-03,2023-09-11,3629.023,2.522,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.503103912084532,18.44424,82.47164,district_reference_coordinates_used_for_prototype
OBS0000858,DST22,Mayurbhanj,CRP013,Wheat,SEA99,Unknown,2024,21.93,86.73,5.78,59.03,17.1,33.84,30.98,1342.92,27.79,18.93,34.45,Irrigated,Lateritic,2024-06-08,2024-09-16,4017.856,2.085,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.93,86.73,5.474850078860615,18.45402,82.50016,district_reference_coordinates_used_for_prototype
OBS0000859,DST23,Nabarangpur,CRP001,Groundnut,SEA01,Kharif,2022,19.23,82.55,6.97,38.48,16.9,32.93,33.91,1298.6,27.3,21.13,34.26,Irrigated,Sandy loam,2022-06-23,2022-10-11,3899.875,1.411,Groundnut,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5578664410949995,18.8985,82.99869,district_reference_coordinates_used_for_prototype
OBS0000860,DST23,Nabarangpur,CRP001,Groundnut,SEA01,Kharif,2023,19.23,82.55,7.15,43.62,32.53,50.39,32.53,631.34,26.42,19.98,32.15,Irrigated,Red,2023-06-02,2023-09-20,4719.016,1.428,Groundnut,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5429658959824344,18.90951,82.98829,district_reference_coordinates_used_for_prototype
OBS0000861,DST23,Nabarangpur,CRP001,Groundnut,SEA01,Kharif,2024,19.23,82.55,6.04,47.92,15.83,66.39,27.19,708.9,29.28,20.37,36.42,Rainfed,Sandy loam,2024-06-03,2024-09-21,5068.503,1.088,Groundnut,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5371049641364392,18.91745,82.9868,district_reference_coordinates_used_for_prototype
OBS0000862,DST23,Nabarangpur,CRP004,Maize,SEA01,Kharif,2022,19.23,82.55,6.98,76.4,31.36,37.74,24.37,1348.13,27.96,19.08,34.91,Irrigated,Sandy loam,2022-06-17,2022-09-25,7549.86,3.978,Maize,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.561986592455735,18.8981,83.00351,district_reference_coordinates_used_for_prototype
OBS0000863,DST23,Nabarangpur,CRP004,Maize,SEA01,Kharif,2023,19.23,82.55,7.09,43.38,43.18,37.43,27.71,1103.24,26.33,18.52,33.77,Irrigated,Alluvial,2023-06-14,2023-09-22,5034.243,3.158,Maize,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5632506192628721,18.90376,83.00915,district_reference_coordinates_used_for_prototype
OBS0000864,DST23,Nabarangpur,CRP004,Maize,SEA01,Kharif,2024,19.23,82.55,6.15,73.72,46.23,61.57,20.87,966.79,25.44,17.59,31.59,Rainfed,Red,2024-06-01,2024-09-09,4972.057,3.241,Maize,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5627054431050028,18.90226,83.00741,district_reference_coordinates_used_for_prototype
OBS0000865,DST23,Nabarangpur,CRP005,Moong(Green Gram),SEA02,Rabi,2022,19.23,82.55,6.75,53.94,19.04,33.5,32.26,1006.42,25.24,17.95,30.39,Irrigated,Lateritic,2022-10-18,2022-12-27,4618.831,1.001,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.555510946156784,18.89892,82.99607,district_reference_coordinates_used_for_prototype
OBS0000866,DST23,Nabarangpur,CRP005,Moong(Green Gram),SEA02,Rabi,2023,19.23,82.55,6.48,43.64,24.12,26.98,32.15,750.95,26.13,18.4,31.6,Irrigated,Alluvial,2023-10-05,2023-12-14,3729.018,0.912,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.570901663161002,18.88983,83.00849,district_reference_coordinates_used_for_prototype
OBS0000867,DST23,Nabarangpur,CRP005,Moong(Green Gram),SEA02,Rabi,2024,19.23,82.55,6.57,56.07,49.07,46.46,26.62,1373.01,28.95,20.37,34.25,Rainfed,Alluvial,2024-10-17,2024-12-26,4491.67,1.018,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5793374546842265,18.90092,83.0268,district_reference_coordinates_used_for_prototype
OBS0000868,DST23,Nabarangpur,CRP007,Ragi,SEA01,Kharif,2022,19.23,82.55,6.51,62.48,17.11,41.24,41.14,1007.41,31.11,24.22,38.08,Rainfed,Loam,2022-06-01,2022-09-19,2236.617,1.568,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5666789606999741,18.88158,82.99691,district_reference_coordinates_used_for_prototype
OBS0000869,DST23,Nabarangpur,CRP007,Ragi,SEA01,Kharif,2023,19.23,82.55,5.87,34.33,39.32,36.64,37.89,1064.97,23.26,15.56,29.26,Rainfed,Sandy loam,2023-06-05,2023-09-23,1605.163,1.592,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.557099146831157,18.89187,82.99275,district_reference_coordinates_used_for_prototype
OBS0000870,DST23,Nabarangpur,CRP007,Ragi,SEA01,Kharif,2024,19.23,82.55,5.89,66.38,28.07,58.83,39.26,1081.04,26.06,17.89,34.08,Rainfed,Red,2024-06-05,2024-09-23,2103.17,1.46,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.550067811183309,18.91337,82.9998,district_reference_coordinates_used_for_prototype
OBS0000871,DST23,Nabarangpur,CRP009,Rice,SEA01,Kharif,2022,19.23,82.55,6.07,63.99,35.09,29.83,19.83,1311.83,25.19,19.04,31.0,Irrigated,Lateritic,2022-06-06,2022-10-04,51768.217,2.869,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5560980500775028,18.89653,82.99502,district_reference_coordinates_used_for_prototype
OBS0000872,DST23,Nabarangpur,CRP009,Rice,SEA01,Kharif,2023,19.23,82.55,6.47,60.1,42.47,35.95,39.33,1024.01,22.23,14.29,30.72,Irrigated,Red,2023-06-20,2023-10-18,52525.372,2.404,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5533688659474851,18.88843,82.98537,district_reference_coordinates_used_for_prototype
OBS0000873,DST23,Nabarangpur,CRP009,Rice,SEA01,Kharif,2024,19.23,82.55,5.71,64.09,33.0,51.84,19.88,848.05,27.83,19.99,33.03,Rainfed,Loam,2024-06-03,2024-10-01,45893.649,2.556,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5598151985253776,18.91186,83.01063,district_reference_coordinates_used_for_prototype
OBS0000874,DST23,Nabarangpur,CRP010,Sesamum,SEA01,Kharif,2022,19.23,82.55,6.44,69.28,31.07,61.55,24.53,847.26,27.8,20.48,33.88,Irrigated,Alluvial,2022-06-17,2022-09-25,2139.585,0.719,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5527894826242689,18.89636,82.99075,district_reference_coordinates_used_for_prototype
OBS0000875,DST23,Nabarangpur,CRP010,Sesamum,SEA01,Kharif,2023,19.23,82.55,7.14,60.28,32.3,27.8,30.64,1209.15,29.39,21.89,36.66,Rainfed,Sandy loam,2023-06-15,2023-09-23,2850.8,0.654,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5580057637695165,18.90768,83.0055,district_reference_coordinates_used_for_prototype
OBS0000876,DST23,Nabarangpur,CRP010,Sesamum,SEA01,Kharif,2024,19.23,82.55,6.66,58.73,37.53,53.49,24.26,1159.48,24.45,15.54,29.89,Rainfed,Sandy loam,2024-06-07,2024-09-15,2265.688,0.499,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5566403403455382,18.88549,82.98722,district_reference_coordinates_used_for_prototype
OBS0000877,DST23,Nabarangpur,CRP012,Urad,SEA02,Rabi,2022,19.23,82.55,7.18,43.24,45.36,37.74,30.33,1100.4,28.07,20.96,35.72,Rainfed,Red,2022-10-09,2022-12-28,3631.616,0.734,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5487312461487844,18.91277,82.99774,district_reference_coordinates_used_for_prototype
OBS0000878,DST23,Nabarangpur,CRP012,Urad,SEA02,Rabi,2023,19.23,82.55,7.23,44.11,44.11,40.14,33.83,666.02,27.05,19.49,32.52,Rainfed,Red,2023-10-12,2023-12-31,2632.846,0.703,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5411050812919863,18.91509,82.99003,district_reference_coordinates_used_for_prototype
OBS0000879,DST23,Nabarangpur,CRP012,Urad,SEA02,Rabi,2024,19.23,82.55,6.71,61.18,46.25,37.44,25.91,772.15,24.29,17.29,30.58,Rainfed,Red,2024-10-18,2025-01-06,2896.583,0.63,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5494368245758602,18.89541,82.98581,district_reference_coordinates_used_for_prototype
OBS0000880,DST23,Nabarangpur,CRP002,Horse Gram,SEA99,Unknown,2022,19.23,82.55,6.45,55.21,29.43,31.09,24.8,808.49,24.69,16.91,33.16,Irrigated,Loam,2022-06-20,2022-09-28,2806.213,0.487,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5607480011556039,18.89358,82.99862,district_reference_coordinates_used_for_prototype
OBS0000881,DST23,Nabarangpur,CRP002,Horse Gram,SEA99,Unknown,2023,19.23,82.55,6.77,79.07,25.99,65.57,23.37,1209.51,28.33,23.17,33.81,Irrigated,Red,2023-06-06,2023-09-14,2790.27,0.444,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5519417850643371,18.89475,82.98846,district_reference_coordinates_used_for_prototype
OBS0000882,DST23,Nabarangpur,CRP002,Horse Gram,SEA99,Unknown,2024,19.23,82.55,7.19,41.87,45.22,56.87,27.94,973.75,27.4,20.38,34.15,Irrigated,Red,2024-06-10,2024-09-18,2812.657,0.551,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.550049857558384,18.91507,83.00097,district_reference_coordinates_used_for_prototype
OBS0000883,DST23,Nabarangpur,CRP006,Potato,SEA02,Rabi,2022,19.23,82.55,6.62,35.03,28.31,51.06,31.2,1277.92,28.31,22.32,36.15,Rainfed,Loam,2022-10-22,2023-01-30,3416.854,18.54,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5652426842516443,18.90485,83.01236,district_reference_coordinates_used_for_prototype
OBS0000884,DST23,Nabarangpur,CRP006,Potato,SEA02,Rabi,2023,19.23,82.55,7.09,70.92,41.51,36.51,27.36,1150.11,23.04,14.05,29.92,Irrigated,Loam,2023-10-10,2024-01-18,3813.975,19.023,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5535124723075422,18.90999,83.00163,district_reference_coordinates_used_for_prototype
OBS0000885,DST23,Nabarangpur,CRP006,Potato,SEA02,Rabi,2024,19.23,82.55,6.28,61.56,45.46,39.13,35.45,1251.19,27.95,22.73,34.34,Rainfed,Sandy loam,2024-10-15,2025-01-23,3466.207,17.505,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5651297242226758,18.89204,83.00294,district_reference_coordinates_used_for_prototype
OBS0000886,DST23,Nabarangpur,CRP008,Rapeseed &Mustard,SEA02,Rabi,2022,19.23,82.55,6.24,43.18,29.54,42.66,28.71,804.05,24.84,17.5,32.72,Rainfed,Alluvial,2022-10-05,2023-01-28,3635.067,1.209,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.545914861677169,18.91489,82.99579,district_reference_coordinates_used_for_prototype
OBS0000887,DST23,Nabarangpur,CRP008,Rapeseed &Mustard,SEA02,Rabi,2023,19.23,82.55,6.18,48.68,27.15,28.95,19.12,1408.29,29.8,23.99,36.13,Irrigated,Lateritic,2023-10-19,2024-02-11,4220.53,1.118,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5629412196668502,18.89822,83.00478,district_reference_coordinates_used_for_prototype
OBS0000888,DST23,Nabarangpur,CRP008,Rapeseed &Mustard,SEA02,Rabi,2024,19.23,82.55,6.42,53.17,23.37,25.4,37.41,710.87,28.38,21.08,34.93,Rainfed,Red,2024-10-15,2025-02-07,3166.714,1.513,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,19.23,82.55,0.5361409913446294,18.92201,82.98885,district_reference_coordinates_used_for_prototype
